text,intent,slot_tags
are you okay right now,courtesy,"['O', 'O', 'O', 'O', 'O']"
tell me what the best shampoo is for someone with dry scalp,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how much is the microsoft azure for.net developers - cloud patterns and architecture course?,details,"['O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'O', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
i need a course that lasts 6 months and costs $553.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
a start date of june 1 is the suggested start date for a beginner level course on computer networking.,recommend,"['O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O']"
search up someone who plays in a movie,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
do you have any suggestions for courses with a duration of less than 4 months?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
what time does the louvre open,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
finish the final touches on my newest robotic creation,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you recommend a beginner course on software development?,recommend,"['O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'B-topic', 'I-topic', 'O']"
"thanks, bye",courtesy,"['O', 'O', 'O']"
is the learn computer science online course self-paced?,details,"['O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O']"
what google cloud platform (gcp) courses are available with a rating of above 3.5 and a start date of flexible from pluralsight?,recommend,"['O', 'B-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'O', 'B-provider', 'O']"
do you have any course suggestions for data science offered by harvard university that are rated low?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'B-institution', 'I-institution', 'O', 'O', 'O', 'B-rating', 'O']"
what courses are available with a rating of high and a duration of 6 months from freecodecamp?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'B-provider', 'O']"
hiya!,courtesy,"['O', 'O']"
there are courses that have a duration of 4 weeks.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O']"
what topics are covered in the learning terraform on microsoft azure - terraform v12 / v13 course? what is its start date?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
goodbye to you,courtesy,"['O', 'O', 'O']"
does the course have any special requirements?,details,"['O', 'B-course_name', 'O', 'O', 'O', 'O', 'O', 'O']"
what stores are in the local mall,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
find out how many miles the mississippi waterway runs,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how do you get a safe deposit box,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how many ppm of particulate is in my local water,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
at what age can someone get a card,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"hello, what's up",courtesy,"['O', 'O', 'O', 'O', 'O']"
what is the duration of the become a mean stack developer course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
what is the duration of the head course?,details,"['O', 'O', 'B-course_name', 'O', 'O', 'I-course_name', 'I-course_name', 'O', 'O']"
thanks so much,courtesy,"['O', 'O', 'O']"
thanks for that response,courtesy,"['O', 'O', 'O', 'O']"
i appreciate that answer!,courtesy,"['O', 'O', 'O', 'O', 'O']"
can you suggest a python course with a duration of long that starts june 1 and has a rating of low?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O']"
watch the fbi,oos,"['O', 'O', 'O']"
what should i take for a cold,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
find me examples of post modern art,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
it was great to talk to you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm looking for a course that is certified by edx and costs $8469.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'O', 'B-provider', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
can you tell me about the course's certification?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'O']"
which actors have played more than 1 comic book character,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you show me my 3-digit credit card verification number,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
when is the next nintendo direct,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
how many kilowatts have i used this month,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what are some good artificial intelligence courses with 2000 reviews and a duration of less than 4 months offered by google cloud?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'B-num_rating', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O', 'O', 'B-institution', 'I-institution', 'O']"
"syonara, ai device!",courtesy,"['O', 'O', 'O', 'O', 'O']"
"hey there, how are you today",courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
how much ram does my computer have,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
what happens if you're skydiving and your parachute doesn't open,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what university in the united states offers the best biomedical engineering program,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how do i write c++,oos,"['O', 'O', 'O', 'O', 'O']"
it should be rated by 1000 peope if you suggest a web development course with a duration of 2 months.,recommend,"['O', 'O', 'O', 'O', 'O', 'B-num_rating', 'O', 'O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O']"
is there a syllabus for the 350+ exercises - python programming mega pack - oop course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
hey how's life,courtesy,"['O', 'O', 'O', 'O']"
i'm looking for a course that lasts more than 3 months and has a certification.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O', 'O', 'O', 'B-certified', 'O']"
i really thank you,courtesy,"['O', 'O', 'O', 'O']"
i appreciate you doing that,courtesy,"['O', 'O', 'O', 'O', 'O']"
ill see you around,courtesy,"['O', 'O', 'O', 'O']"
i'm looking for an advanced course on software development from the university of washington with a duration of less than 4 months.,recommend,"['O', 'O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'B-institution', 'I-institution', 'I-institution', 'O', 'O', 'O', 'I-institution', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
"you have been a big help, thank you so much",courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what should i do if i saw a cockroach in my house,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"hey, what's up",courtesy,"['O', 'O', 'O', 'O', 'O']"
is the f# and fable - re-think web development course certified?,details,"['O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'B-certified', 'O']"
until next time,courtesy,"['O', 'O', 'O']"
what information technology courses are available with a rating of 4.5 and a duration of less than 4 months from microsoft learn?,recommend,"['O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O', 'B-provider', 'I-provider', 'O']"
thanks for that,courtesy,"['O', 'O', 'O']"
"what are the prerequisites for the introduction to object-oriented programming with java iii: exceptions, data structures, recursion, and guis course? what is the course's duration?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
bonjour,courtesy,['O']
whats up with you,courtesy,"['O', 'O', 'O', 'O', 'O']"
give me an energy usage breakdown for march,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
do you know if there are any courses with a start date of july 15 that have a rating of less than 3.8?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O']"
what's the best way to drown a witch,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you sign out of my bank login,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
it was nice to get in touch,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
i've got to run now,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
i want to enroll in the software developer - c#/oop/asp.net mvc/ms sql/sql server course. can you provide details about its start date and enrollment process?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what's my budget for today's shopping trip,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
hows are ya,courtesy,"['O', 'O', 'O', 'O']"
is there an intermediate course on linux offered by youtube with a duration of 2 months and a rating of high?,recommend,"['O', 'O', 'O', 'B-level', 'O', 'O', 'B-topic', 'O', 'O', 'B-provider', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'B-rating', 'O']"
find the best prices for toothpaste at any store within a 5 mile radius of my location,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
are you able to find me an advanced course with a 2 months duration?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O']"
how is everything with you,courtesy,"['O', 'O', 'O', 'O', 'O']"
i apprecaite the help from you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
signing off,courtesy,"['O', 'O']"
what is the duration and certification status of the course?,details,"['O', 'O', 'B-course_name', 'O', 'O', 'B-certified', 'O', 'O', 'I-course_name', 'O', 'O']"
how many people fall victim to internet scams per year,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm looking for a course that starts on july 15 and is rated by 2000 people.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'B-num_rating', 'O', 'O']"
have a good one,courtesy,"['O', 'O', 'O', 'O']"
"ai, how are you feeling",courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
can you send an email to client b,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how many hurricanes are in an average hurricane season,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how much is the new nikon camera,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you tell me about the prerequisites of the course?,details,"['O', 'O', 'O', 'O', 'O', 'B-course_name', 'O', 'O', 'I-course_name', 'I-course_name', 'O']"
can you recommend a beginner course on amazon with a duration of long and a rating of low?,recommend,"['O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'B-topic', 'B-institution', 'O', 'O', 'O', 'B-duration', 'O', 'O', 'O', 'O', 'B-rating', 'O']"
can you give me the most current market news,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"what are the course's duration, pricing, and certification details?",details,"['O', 'O', 'O', 'B-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'O', 'O']"
is it possible to recommend a certified advanced course on software development?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'B-level', 'O', 'O', 'B-topic', 'I-topic', 'O']"
remind me of the address for my workplace please,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how do i register for the course?,details,"['O', 'O', 'O', 'O', 'I-course_name', 'B-course_name', 'O', 'O']"
what are the requirements for the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
hey how's it hanging,courtesy,"['O', 'O', 'O', 'O', 'O']"
what other personality type is most compatible with infjs,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is the course open?,details,"['O', 'O', 'O', 'O', 'O']"
you have my gratitude,courtesy,"['O', 'O', 'O', 'O']"
tell me how are you,courtesy,"['O', 'O', 'O', 'O', 'O']"
what topics are covered in the it governance implementation foundations course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
can you recommend a beginner course on az-400: designing and implementing microsoft devops solutions offered by frontend masters that starts august 20 and has a rating of greater than 4.0?,recommend,"['O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'B-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'O', 'O', 'B-provider', 'I-provider', 'O', 'O', 'B-start_date', 'I-start_date', 'I-topic', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'I-rating', 'O']"
what are popular lifestyle magazines,oos,"['O', 'O', 'O', 'O', 'O']"
why hello,courtesy,"['O', 'O']"
those courses sound great. can you recommend a course with high reviews?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O']"
let me thank you,courtesy,"['O', 'O', 'O', 'O']"
is it difficult to be successful on wall street,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what webpack courses have 2000 reviews and a rating greater than 4.0 can you recommend?,recommend,"['O', 'B-topic', 'O', 'O', 'B-num_rating', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'I-rating', 'O', 'O', 'O', 'O']"
"a course with 6 months, 3 weeks and a rating of 4.5 is what you could suggest.",recommend,"['O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'I-duration', 'I-duration', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'O', 'O', 'O', 'O']"
are any justice league movies coming out,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
i’ll be leaving now,courtesy,"['O', 'O', 'O', 'O', 'O']"
much obliged,courtesy,"['O', 'O']"
"can you recommend a juniper networks course with a start date of august 20, priced at $5769 and offered by microsoft learn with more than 1500 ratings?",recommend,"['O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O', 'O', 'O', 'B-provider', 'I-provider', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O', 'O']"
does the awesome open source course have a certificate?,details,"['O', 'O', 'B-institution', 'I-institution', 'I-institution', 'O', 'O', 'O', 'B-certified', 'O']"
how can i join the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"hey, how's it going",courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
how long does it take to get a divorce finalized,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
that will be all have a nice day!,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i want to know if there is a certified beginner course that is offered by udemy.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'B-level', 'O', 'O', 'O', 'O', 'O', 'B-provider', 'O']"
how long is the machine learning with python for finance professionals course?,details,"['O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
is it possible to enroll in the dialogflow cx: managing environments course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
is the stop sign around the corner still knocked over,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i would like to take a course with 4 weeks of content.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O']"
"can you recommend a course called az- 204: developing solutions for microsoft azure, which starts on august 20 and costs $3223 and is offered by coursera with 2000 ratings?",recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'B-pricing', 'I-pricing', 'O', 'O', 'O', 'O', 'B-provider', 'O', 'B-num_rating', 'O', 'O']"
thanks for talking to me,courtesy,"['O', 'O', 'O', 'O', 'O']"
thanks,courtesy,['O']
what are the duration and start date of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
has the school my kids go to been in the news for any reason,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what courses have a rating of low and a duration of less than 4 weeks?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O']"
